geo,text,user,user_location
,@BariAlfredo1 @TerryOConnorr @HollieTheCard I waited 2 hrs at Madrid airport in February!!!! Along with people 2 fl… https://t.co/nfwFtqseHk,austin_ros,
,@TerryOConnorr Not everyone caught in 2 hr queues at Madrid airport voted for flippin Brexit!!! The real genuine ra… https://t.co/UGXx1jmjY0,austin_ros,
,"RT @vinylvanity1: I landed in Madrid on June 1 for Rolling Stones show (arrival stamp left). At airport leaving, and guard at passport cont…",Aquaraye14,"Georgia, USA "
,@HollieTheCard I voted remain and it makes me rage having to wait for 2hrs at Madrid airport in the 3rd country que… https://t.co/BHvXgOi5w9,austin_ros,
,Stuck in the Madrid airport 🫶🏻 😋😵‍💫😫,LivBeilein,"Buffalo, NY"
,"RT @icod_miguel: @JMPSimor Hi Jessica, this was Madrid airport last Tuesday. I waited over an hour to get through passport control. The EU…",enter_name_hr,Europe
,@seasidejohnbfc You do realise that Madrid is an international airport?!,Reallyserenity,Europe
,Walked almost half a mile in the world’s most stupidly-designed airport to get my luggage. Stay away from Madrid ai… https://t.co/fI84zgS96C,Antialiasfactry,Hamburg
,"@olivermiocic The question is why?
Im in Madrid airport and my travell its derivied too..
Im here from 24 hours ago..
Why this?
Im confused",CryptoEntradas,Futures
,"@JMPSimor I sailed through immigration at Madrid airport - no queues, all very easy",KevinChilds101,Devon & London 
,Car Hire at Madrid Airport https://t.co/hJeizE9VRy,_Barcelona__,
,"Hmm…Seems a lot like @Gatwick_Airport  really care about „Compliance” with the #EqualityAct nowadays, as opposed to… https://t.co/2KSOdtilS4",DieselDragonUK,United Kingdom
,"Portugal home to world's worst airport https://t.co/m6mhR6FE0M Well, I'll be finding out soon.   Or should I train… https://t.co/Fo1MTMtBsi",BabsSH,"ÜT: 40.745393,-74.052884"
,RT @assemblea_int: 🚫 Blaming the Catalan government for its denial of Barcelona's airport ampliation (due to environmental problems) is not…,helixx85,Barcelona CAT 
,RT @assemblea_int: 🚫 Blaming the Catalan government for its denial of Barcelona's airport ampliation (due to environmental problems) is not…,catalanassembly,int.assemblea.cat
,"@SuarezSmiz i voted remain and when i landed at madrid airport last sunday,i was greeted by a giant snake queue tha… https://t.co/NEg3DUrGVj",terry90836172,
,"After being dumped by KLM at Madrid airport (48 hour delay and no hotel!!!), we thank and love our hosts Macarena a… https://t.co/oLsh9x5JGb",pjmweijs,Amsterdam
,"@JMPSimor Hi Jessica, this was Madrid airport last Tuesday. I waited over an hour to get through passport control.… https://t.co/ARtQFkT4E8",icod_miguel,"Icod de los Vinos, España"
,@RobertIrwin Florentino Pérez picking up Mbappe in Madrid airport in 3 years from now… 😆,fifa5star5,"New Jersey, USA"
,"Madrid airport. 
Left picture EU citizen arrivals, right non-EU citizen arrivals.
(Photos by James Hindley)… https://t.co/pKAW8vqQa8",MartineMavi,"Islington, London"
,"@lufthansa cancels your flight from Munich to Madrid. What can you do? You put your @Atleti shirt on, you get a bee… https://t.co/i0L2skcjef",JCorral1978,"Madrid, España"
,@goldcarcares why does it take 3 days of chasing &amp; still no response when we accidently left a bag in car at Madrid… https://t.co/yt04RZADrg,BeislyDavid,
,"RT @frenchieinlimbo: Madrid airport. Left picture #EU citizen arrivals, right non-EU citizen arrivals.

(Photos by James Hindley) https://t…",BERNARD15617160,
,British Airways Compensation Alert! Were you scheduled to be on flight BA2835 from Madrid Barajas Airport to London… https://t.co/HYySQ5cA92,Flight_Patrol,
,easyJet Compensation Alert! Were you scheduled to be on flight U28276 from Madrid Barajas Airport to London Gatwick… https://t.co/tbCkyoWGJ6,Flight_Patrol,
,Attention British Airways passengers! Were you scheduled to be on flight BA2834 from London Gatwick Airport to Madr… https://t.co/s2DXpWFQSE,Flight_Patrol,
,Attention easyJet passengers! Were you scheduled to be on flight U28275 from London Gatwick Airport to Madrid Baraj… https://t.co/cZpBR9G6rM,Flight_Patrol,
,"RT @frenchieinlimbo: Madrid airport. Left picture #EU citizen arrivals, right non-EU citizen arrivals.

(Photos by James Hindley) https://t…",brion_isabelle,"Ile-de-France, France"
,"RT @frenchieinlimbo: Madrid airport. Left picture #EU citizen arrivals, right non-EU citizen arrivals.

(Photos by James Hindley) https://t…",CallyOrange,
,"Madrid airport. Left picture #EU citizen arrivals, right non-EU citizen arrivals.

(Photos by James Hindley) https://t.co/PmubnetSnG",frenchieinlimbo,"Folkestone, England"
,Me on a 5 hour layover at Madrid airport 😭😭😭 https://t.co/xo85S7a8QH,artofkawaii,Orbit
,@miffythegamer Not my experience at Madrid airport last week. British passport holders directed to one queue which… https://t.co/B7OYKuzd9I,Megthelibraria1,Lady Meg of Ashton 
,"RT @thaddy802: @British_Airways @Iberia_en my connecting flight from Alicante to Madrid has been cancelled, but hasn't shown up on BA syste…",Flight_Refunds,"London, UK"
,"@British_Airways @Iberia_en my connecting flight from Alicante to Madrid has been cancelled, but hasn't shown up on… https://t.co/aCIJXrEVzf",thaddy802,
,RT @hardinaesthetic: at the airport on our way to madrid to see  out bestie @EstelleMaskame 😭😭😭 https://t.co/ft9hrUYFzP,joanaferreeiira,
,Wtf is Madrid’s airport.,nleasin,
,Did you fly with easyJet? Were you on flight U28275 on 3rd June 2022 from London Gatwick Airport to Madrid Barajas… https://t.co/DNHmAg2vtV,ClaimDelay,"Manchester, England"
,Did you fly with British Airways? Were you on flight BA2834 on 3rd June 2022 from London Gatwick Airport to Madrid… https://t.co/OZ5AZc9niF,ClaimDelay,"Manchester, England"
,easyJet claim. Were you on flight U28276 on 3rd June 2022 from Madrid Barajas Airport to London Gatwick Airport? Cl… https://t.co/zIjZXxh25h,ClaimDelay,"Manchester, England"
,British Airways compensation Alert! Were you on flight BA2835 on 3rd June 2022 from Madrid Barajas Airport to Londo… https://t.co/8hxsfciMhe,ClaimDelay,"Manchester, England"
,RT @jhindley: The left is European passports - the right “all others” when asked which queue we need the staff at Madrid airport gleefully…,kmoorman1968,"Worthing, Sussex By The Sea"
,RT @jhindley: The left is European passports - the right “all others” when asked which queue we need the staff at Madrid airport gleefully…,bluewendysday,
,The left is European passports - the right “all others” when asked which queue we need the staff at Madrid airport… https://t.co/JMDAQ7a5sM,jhindley,on my knees praying for snow
,"Great UX. In Madrid airport, the color of the beams correspond to the gate color. https://t.co/79G6JS5KrG",econosopher,
,RT @hardinaesthetic: at the airport on our way to madrid to see  out bestie @EstelleMaskame 😭😭😭 https://t.co/ft9hrUYFzP,EstelleMaskame,Scotland 
,"IM ON THE BUS WAY TO THE AIRPORT TO ITALY TO SEE MCR AND IN MY SHITTY MADRID TOWN , IN THE BUS STOP THERES AN OLD M… https://t.co/7jktJVDvIx",zerrikana,she/her
,RT @hardinaesthetic: at the airport on our way to madrid to see  out bestie @EstelleMaskame 😭😭😭 https://t.co/ft9hrUYFzP,kccmr,portugal 
,at the airport on our way to madrid to see  out bestie @EstelleMaskame 😭😭😭 https://t.co/ft9hrUYFzP,hardinaesthetic,"Lisbon, Portugal"
,"the fact that i'm at the airport rn waiting for my flight to madrid. dua, wait for me pls",electridua,
,"Neighbour: my son is not home yet, need to check where he is.             Me: just got a text, my son is on his way… https://t.co/QBzaBiGwN4",chelleythepoet,"Minnesota, USA"
,"RT @DFWAirport: .@Iberia_en's inaugural flight is on the way from Madrid–Barajas Airport to DFW!

We can't wait to give a big Texas welcome…",ttpty28,
,RT @bvulliamy: Here’s my daughter asleep on the marble floor at Madrid airport after @wizzair flight from Lisbon to Luton cancelled. We are…,claimcompanies,
,"@ClaraJeffery Do it the day before you leave, absolutely. We tried to do the testing at the airport in Madrid three… https://t.co/qbFikdLXpU",pammalou917,
,Here’s my daughter asleep on the marble floor at Madrid airport after @wizzair flight from Lisbon to Luton cancelle… https://t.co/dMURTELIxJ,bvulliamy,"York, UK"
,RT @assemblea_int: 🚫 Blaming the Catalan government for its denial of Barcelona's airport ampliation (due to environmental problems) is not…,saribes,On/off Catalonia 🌍🌎🌏
,"@thealso Known one guy from the old job who broke a knee in Florida, on family vacation in Orlando. He asked for he… https://t.co/gBjdfFiQ8s",jmbordallo,"Tres Cantos, España"
,We landed at 2030. Seems like our luggage didn’t @Gatwick_Airport baggage handling failure from Madrid https://t.co/bcrW4exzwl,Dizdodar,London
,Attention British Airways passengers! Were you scheduled to be on flight BA2835 from Madrid Barajas Airport to Lond… https://t.co/br23LbIeRA,Flight_Patrol,
,Attention British Airways passengers! Were you scheduled to be on flight BA2834 from London Gatwick Airport to Madr… https://t.co/QPCi6qnSKw,Flight_Patrol,
,Just posted a photo @ Madrid-Barajas Airport https://t.co/uY2CcVJmGl,Aviana__be,
,RT @assemblea_int: 🚫 Blaming the Catalan government for its denial of Barcelona's airport ampliation (due to environmental problems) is not…,smujal,Barcelona
,RT @assemblea_int: 🚫 Blaming the Catalan government for its denial of Barcelona's airport ampliation (due to environmental problems) is not…,rositaladelcla1,
,🚫 Blaming the Catalan government for its denial of Barcelona's airport ampliation (due to environmental problems) i… https://t.co/G8e8PZ8r6n,assemblea_int,
,"RT @vinylvanity1: I landed in Madrid on June 1 for Rolling Stones show (arrival stamp left). At airport leaving, and guard at passport cont…",WaxeWod,Heart Attack & Vine
,"RT @n194at: Trans World Airlines
Lockheed L1011-100 N81028
MAD/LEMD Madrid–Barajas Airport
Photo credit Toni Marimon | March 22, 1994
#AvGe…",edelweiss330,Milano-Italy
,"President’s aircraft took off from the Torrejon Airbase, Madrid at about 8.20 a.m. local time for Nnamdi Azikiwe In… https://t.co/GPehn0mcii",timelinenewsng,Nigeria
,@PrettyBubbles65 I was off to the airport around 5am today. The cat thought it appropriate to climb into my case be… https://t.co/iSY7Fa46ct,scottmdavisTV,"Denver, CO"
,"I landed in Madrid on June 1 for Rolling Stones show (arrival stamp left). At airport leaving, and guard at passpor… https://t.co/0HQR76Scpx",vinylvanity1,Old Blighty
,"RT @scan_sky: Nigerian Air Force 🇳🇬 - 737-7N6 BBJ - 5N-FGT - #NGR001

Nigerian President Muhammadu Buhari Returning Back To Nigeria 🇳🇬 Afte…",Keke01728263,
,"I got upgraded to an executive suite. ¿Como se dice Fancy schmancy?
#20booksmadrid2022 #20booksmadrid #spain… https://t.co/OfV8eRrOO0",druidoz,
,Madrid has my least favorite airport,OverACheatah,
,RT @_BourneIdentity: @Iberia_en We need urgently to speak to a senior manager at Madrid airport on a visa issue. Spent ages trying differen…,Flight_Refunds,"London, UK"
,I was on my way to the airport…and @doddleoddle and @orlagartland were on my train! Thank you for always being so s… https://t.co/YV7vl1hNl1,ceilingcheeky,"Madrid, Spain"
,@Iberia_en We need urgently to speak to a senior manager at Madrid airport on a visa issue. Spent ages trying diffe… https://t.co/fF1ctZNGpa,_BourneIdentity,Kent
,"@SpainInTheUSA 
Can you direct me on how to help my family member,  a US citizen, who lost their passport in the Ma… https://t.co/DRdyfG9vnz",DrStager,"Cleveland , Ohio"
,"@spaincultureny 
Can you connect me with the right agency to help a US citizen who lost their passport at the Madri… https://t.co/PQPEZo9pY2",DrStager,"Cleveland , Ohio"
,Did you fly with British Airways? Were you on flight BA2834 on 2nd June 2022 from London Gatwick Airport to Madrid… https://t.co/LsLZkpC5N2,ClaimDelay,"Manchester, England"
,British Airways claim. Were you on flight BA2835 on 2nd June 2022 from Madrid Barajas Airport to London Gatwick Air… https://t.co/Zt4KZpPVmg,ClaimDelay,"Manchester, England"
,"Trans World Airlines
Lockheed L1011-100 N81028
MAD/LEMD Madrid–Barajas Airport
Photo credit Toni Marimon | March 22… https://t.co/LpMh9AbQSR",n194at,"Dallas, TX"
,"Flight UX1014 from London to Madrid
https://t.co/BZZ4kfX1dG
2900ft FFS
⁦@Gatwick_Airport⁩ ⁦@CAGNE_GATWICK⁩ ⁦… https://t.co/mhKaWtaGjS",JenkinsJacky,
,@jamielivemusic @BBCNews No shortage of staff at Madrid airport last week. Through security in 10.mins. Birmingham… https://t.co/EgJoHtuwUp,Megthelibraria1,Lady Meg of Ashton 
,@dawns278 @BillY18201250 @TJanke4Wrekin When I did a search on Twitter for Madrid airport it highlighted quite a lot of problems there.,Paps44984120,"England, United Kingdom"
,How to Get from Madrid Airport to the City https://t.co/KCXRfEnv2N,_Barcelona__,
,Easy going through #Madrid #Barajas International Airport on our way to #copenhagen and had a great time and team… https://t.co/9tLfiaSzef,ard_kramer,"Barendrecht, Holland"
,@Markcaffertysd @ChrisChanSD I used it in Atlanta and in Madrid and as a tourist I thought it was a great cost effe… https://t.co/PoAFjRyJ7h,josepoggioli,"ÜT: 30.557783,-87.184837"
,"Nigerian Air Force 🇳🇬 - 737-7N6 BBJ - 5N-FGT - #NGR001

Nigerian President Muhammadu Buhari Returning Back To Niger… https://t.co/PxqzfP19X7",scan_sky,Worldwide  🗺️🌍
,RT @redalphababe: @DonaldClark @Mcr4EU @SimonCalder I travelled through Madrid airport over Easter to go long haul and used an internal Spa…,AngelKe71279249,
,@DonaldClark @Mcr4EU @SimonCalder I travelled through Madrid airport over Easter to go long haul and used an intern… https://t.co/UbEpt5RhDS,redalphababe,Chester and Around the EU
,Got to love high speed train travel 3 hours from Madrid to Malaga and not an airport in sight. https://t.co/tPkii1VLL8,chrisarmes,"San Pedro de Alcantara, Spain"
,"#spain @ Hotel
Tryp Madrid Alameda Aeropuerto Hotel cheap deals hotels /Staff friendly and all spoke English, pick… https://t.co/yNBMxU5plt",readtwtr,Worldwide
,they playing lady gaga at the madrid airport.... happy pride,ST4RGU4RDIAN,bee ♡ 21 ♡ they/them
,"@Iberia_en @Repsol I've flown Iberia between Madrid and various Italian cities. Always reliable. Glad my home airport, DFW, is included.",helenhandbasket,Fort Worth TX
,i was hoping to feel like an aesthetic bitch pulling an allnighter in the madrid airport while i work on my reports… https://t.co/HnZzJEukaq,ST4RGU4RDIAN,bee ♡ 21 ♡ they/them
,@samtrayter this festival is definitely worth getting covid and having to quarantine in a madrid airport hotel,alechimboldi,tempe az
,"RT @DFWAirport: .@Iberia_en's inaugural flight is on the way from Madrid–Barajas Airport to DFW!

We can't wait to give a big Texas welcome…",SouthOf635,Dallas
,"RT @DFWAirport: .@Iberia_en's inaugural flight is on the way from Madrid–Barajas Airport to DFW!

We can't wait to give a big Texas welcome…",Wylie_H_Dallas,"Dallas, Texas"
,"RT @DFWAirport: .@Iberia_en's inaugural flight is on the way from Madrid–Barajas Airport to DFW!

We can't wait to give a big Texas welcome…",GatoVolador_com,"Barcelona, España"
,Thursday Microsoft Flight Simulator (MSFS) 2020 Freeware Download of The Day: MSFS Madrid-Cuatro Vientos Airport (L… https://t.co/AyGgLXxJut,fasflightsim,United States
,"Yesterday was a DAY to remember! To recap:
✈️🇦🇪 @emirates A380 returned!
✈️🇪🇸 @iberia joined the family with nonsto… https://t.co/02RHWw478L",Dulles_Airport,"Dulles, VA"
,"RT @jbedrina: 🚶 Barajas' Airport
🎨 Art for Life
👉 https://t.co/65x2DsQWMh
#madrid #turismo #jbedrina #ThePhotoHour #liveforthestory @espaci…",thalassa2008,"Nice, France"
,"Airport 6 hours before a flight “just in case” 💁🏼‍♀️ Anyways, the other option is the one I have now leaving at 8:3… https://t.co/qzkQW86rSP",DaniiLOL_,Santa Cruz de Tenerife
,"Occasion 1:
1. Just got out of the plane from a 10 hour flight and rushed to the gate to go to Lumiose
Occasion 2:… https://t.co/zUJp9F1wFC",EelektrosSpheal,
,"🚶 Barajas' Airport
🎨 Art for Life
👉 https://t.co/65x2DsQWMh
#madrid #turismo #jbedrina #ThePhotoHour… https://t.co/UjNybdP6RI",jbedrina,Madrid - Valencia - Hong Kong
,Madrid Airport Taxis https://t.co/ogB0FASis7,_Barcelona__,
,at the airport waiting for my flight to Madrid 🤩🤩🤩,godisroman,honeymoon ave
,RT @Amisfangirl: @928_new @jackcolleton Absolutely.  Passport control at Madrid Airport has been insane since late last year. Thousands mis…,Buddy_bay1,
,@928_new @jackcolleton Absolutely.  Passport control at Madrid Airport has been insane since late last year. Thousa… https://t.co/TTSFOr5jVB,Amisfangirl,
,"RT @airwaysmagazine: #ICYMI: Today, Dallas Fort Worth International Airport (DFW) welcomed a new international airline with the debut of Ib…",MarmolFabricio,
,"RT @jmunozpravia: On May 23rd, I Lost my laptop on flight IB8706 (Madrid-Frankfurt). After one week there is no news about it. Please, help…",Juliechangha,
,So some lad rang @neilredfm saying having Queued for 4 hours in #dublinairport airport he missed his flight to Madr… https://t.co/3cZ6xlXons,urlofcork,Cork keepng the country afloat
,"On May 23rd, I Lost my laptop on flight IB8706 (Madrid-Frankfurt). After one week there is no news about it. Please… https://t.co/9uYKhDTeGq",jmunozpravia,
,"RT @airwaysmagazine: #ICYMI: Today, Dallas Fort Worth International Airport (DFW) welcomed a new international airline with the debut of Ib…",mgd_1970,Spandau (Berlin) (DEU)
,"#ICYMI: Today, Dallas Fort Worth International Airport (DFW) welcomed a new international airline with the debut of… https://t.co/MUVPEWklBz",airwaysmagazine,
,"Beluga XL F-GXLI Took off from Getafe, Madrid, ES. Going to Toulouse/Blagnac, Occitanie, FR (TLS, Toulouse-Blagnac… https://t.co/TYkTvLahhI",TransportPlanes,
,RT @StuartBurchill: 4:21 AM and what has to be the longest security line in the world. Schiphol airport Amsterdam on way to Madrid. $INTK #…,SwatantraKumar,127.0.0.1
"{'type': 'Point', 'coordinates': [51.47105277, -0.45877492]}",#madrid here I come! 😊 🇪🇸 @ Heathrow Airport https://t.co/QJFgE1TVNn,JSMfitnessUK,St Albans & Harpenden
,Iberia Inaugurates Madrid-Dallas Nonstop with SAF Flight - Airways MagazineThe route will be served four times week… https://t.co/QlrtAV0NxI,TSIUSA,"Dallas, TX"
,"Beluga XL F-GXLI Took off from Toulouse/Blagnac, Occitanie, FR. Going to Madrid, Madrid, ES (ECV, Madrid-Cuatro Vie… https://t.co/aPdtpO98Ar",TransportPlanes,
,Early departure to Schiphol AirPort for first live meeting of So-Nuts consortium in Madrid @mib_hva #PrephobesEU,pjmweijs,Amsterdam
,@WorldNRICouncil I am at the Jeddah airport and would be travelling to Madrid but the problem is that I don't have… https://t.co/7HIn9SYCFF,Sanjay20201985,
,asking for a daily report on how long it takes to get out of every airport in the country. Many countries do this i… https://t.co/K2v0eLEJeW,AmiDar,New York
,"RT @ThisMightBeAPod: Yesterday in Philly changing over flights heading to Madrid, there was an accordion exhibit in the airport! Liberty Be…",AccordionBruce,"Vancouver, BC, Canada"
,RT @icod_miguel: @LizzyJPrice I'm Madrid airport. Took me an hour to get past the none EU queue. EU queue? There wasn’t one. https://t.co/9…,gt7660412,
,RT @icod_miguel: @LizzyJPrice I'm Madrid airport. Took me an hour to get past the none EU queue. EU queue? There wasn’t one. https://t.co/9…,NotSoGreatUK,United Kingdom
,"RT @DFWAirport: .@Iberia_en's inaugural flight is on the way from Madrid–Barajas Airport to DFW!

We can't wait to give a big Texas welcome…",aroadefrutos,
,"@TravisTeatime in addition to fights it'd be great for getting into places and sabotage, then u can teleport to an… https://t.co/cGILjvCBkl",bulbafren,Pallet Town
,"@MaxFRobespierre This is Madrid airport yesterday.... the EU lane was free flowing and not busy at all, the none EU… https://t.co/WlX8ipORxn",icod_miguel,"Icod de los Vinos, España"
,"RT @DFWAirport: .@Iberia_en's inaugural flight is on the way from Madrid–Barajas Airport to DFW!

We can't wait to give a big Texas welcome…",Captain_Deion,"Orlando, FL"
,"RT @DFWAirport: .@Iberia_en's inaugural flight is on the way from Madrid–Barajas Airport to DFW!

We can't wait to give a big Texas welcome…",filafresh,"Screwston, Texas"
,"RT @AnaGL: .@askryanair could you provide information on current situation at @DublinAirport ? 
my parents are trying to come back tomorrow…",avicgj,
,"RT @Ragonar_Photo: The Emir of Qatar's plane at the State Pavilion of Terminal 4 of the Adolfo Suárez Madrid-Barajas Airport.

Madrid, May…",foto_juanjo,"Navacerrada, España"
,"RT @DFWAirport: .@Iberia_en's inaugural flight is on the way from Madrid–Barajas Airport to DFW!

We can't wait to give a big Texas welcome…",zachvat,
,"Top news today: @DFWAirport: '.@Iberia_en's inaugural flight is on the way from Madrid–Barajas Airport to DFW!

We… https://t.co/0kM3J0ep4V",kornfeind,"Caorle, Veneto"
,"RT @DFWAirport: .@Iberia_en's inaugural flight is on the way from Madrid–Barajas Airport to DFW!

We can't wait to give a big Texas welcome…",GracePlaton,"Dallas, Texas"
,"@frazierapproves those were obvious to me. teleport to an airport in madrid, be able to speak fluent spanish immedi… https://t.co/KNeXR93FiY",negativedunks,Acela Region
,"RT @DFWAirport: .@Iberia_en's inaugural flight is on the way from Madrid–Barajas Airport to DFW!

We can't wait to give a big Texas welcome…",RainerNievesD,Venezuela
,"RT @DFWAirport: .@Iberia_en's inaugural flight is on the way from Madrid–Barajas Airport to DFW!

We can't wait to give a big Texas welcome…",andrewcyyz,"Toronto, Ontario"
,".@Iberia_en's inaugural flight is on the way from Madrid–Barajas Airport to DFW!

We can't wait to give a big Texas… https://t.co/v4L5q5yZzK",DFWAirport,"DFW Airport, TX"
,@90sfootball Swear Roberto Carlos could kick a ball from Milan airport to Madrid airport,ConorSm14393183,
,@OIA_MEA I have a layover of 18 hours at Jeddah airport and need intransit visa. I am travelling from Mumbai to Mad… https://t.co/grybKwmkQl,Sanjay20201985,
,@passportsevamea I have a layover of 18 hours at Jeddah airport and need intransit visa. I am travelling from Mumba… https://t.co/3WWEgaN14q,Sanjay20201985,
,@CPVIndia I have a layover of 18 hours at Jeddah airport and need intransit visa. I am travelling from Mumbai to Ma… https://t.co/0b3EpvS8Qx,Sanjay20201985,
,@KSAmofaEN I have a layover of 18 hours at Jeddah airport and need intransit visa. I am travelling from Mumbai to M… https://t.co/dRjN4WFmLU,Sanjay20201985,
,@KSAMOFA I have a layover of 18 hours at Jeddah airport and need intransit visa. I am travelling from Mumbai to Mad… https://t.co/F6Pe3z8dix,Sanjay20201985,
,Madrid Airport heading for Porto. 6 hours of delay and counting. Going nuts and coffee does not help anymore..… https://t.co/49OSumAquY,Antialiasfactry,Hamburg
,".@askryanair could you provide information on current situation at @DublinAirport ? 
my parents are trying to come… https://t.co/EAYSRH40Y7",AnaGL,Madrid
